LAB_ID,PREVIOUS_LAB_ID1,PREVIOUS_LAB_ID2,PREVIOUS_LAB_ID3,FIELD_ID,JOB_ID,PREVIOUS_JOB_ID1,PREVIOUS_JOB_ID2,PREVIOUS_JOB_ID3,SUBMITTER,PROJECT_NAME,DATE_SUBMITTED,COLLECTION,COLLECTION_ID,CONTINENT,COUNTRY,STATE_PROVINCE,COUNTY,DISTRICT_NAME,DEPOSIT_NAME,MINE_NAME,DISTRICT_NAME_COLLECT,DEPOSIT_NAME_COLLECT,MINE_NAME_COLLECT,LOCATE_DESC,LATITUDE,LONGITUDE,DATUM,LATITUDE_COLLECT,LONGITUDE_COLLECT,DATUM_COLLECT,COORDINATES_QUAL,COORDINATES_SOURCE,PRIMARY_CLASS,SYSTEM_TYPE,DEPOSIT_TYPE,SAMPLE_DESC,Al_pct_AES_ST,Ca_pct_AES_ST,Fe_pct_AES_ST,K_pct_AES_ST,Mg_pct_AES_ST,Mn_pct_AES_ST,P_pct_AES_ST,S_pct_AES_ST,Si_pct_AES_ST,Ti_pct_AES_ST,F_pct_ISE_Fuse,Ag_ppm_MS_ST,As_ppm_MS_ST,Au_ppm,Au_AM,B_ppm_AES_ST,Ba_ppm_AES_ST,Be_ppm_AES_ST,Bi_ppm_MS_ST,Cd_ppm_MS_ST,Ce_ppm_MS_ST,Co_ppm_MS_ST,Cr_ppm_AES_ST,Cs_ppm_MS_ST,Cu_ppm_AES_ST,Dy_ppm_MS_ST,Er_ppm_MS_ST,Eu_ppm_MS_ST,Ga_ppm_MS_ST,Gd_ppm_MS_ST,Ge_ppm_MS_ST,Hf_ppm_MS_ST,Ho_ppm_MS_ST,In_ppm_MS_ST,La_ppm_MS_ST,Li_ppm_AES_ST,Lu_ppm_MS_ST,Mo_ppm_MS_ST,Nb_ppm_MS_ST,Nd_ppm_MS_ST,Ni_ppm_AES_ST,Pb_ppm_MS_ST,Pd_ppm_FA_MS,Pr_ppm_MS_ST,Pt_ppm_FA_MS,Rb_ppm_MS_ST,Re_ppm_MS_HF,Sb_ppm_MS_ST,Sc_ppm_AES_ST,Se_ppm_MS_ST,Sm_ppm_MS_ST,Sn_ppm_MS_ST,Sr_ppm_AES_ST,Ta_ppm_MS_ST,Tb_ppm_MS_ST,Te_ppm_MS_ST,Th_ppm_MS_ST,Tl_ppm_MS_ST,Tm_ppm_MS_ST,U_ppm_MS_ST,V_ppm_AES_ST,W_ppm_MS_ST,Y_ppm_MS_ST,Yb_ppm_MS_ST,Zn_ppm_AES_ST,Zr_ppm_AES_ST
C360799,,,,RM0067,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD09927,North America,United States,Utah,Salt Lake,Bingham,,Bingham Canyon mine,,,Bingham Canyon,,40.529973,-112.136459,WGS84,40.52222,-112.14861,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Deposit Database Site ID UT00011, ctr of pit on imagery, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,"Chalcopyrite-malachite-bornite; chalcocite/digenite(?), pyrite, bornite",1.56,-0.1,27.5,0.4,0.04,-0.01,0.15,,,0.05,,28.0,170.0,,,,299.0,-5.0,9.8,0.2,59.1,62.2,30.0,0.3,50000.11111,1.34,0.44,0.98,3.0,2.31,2.0,-1.0,0.19,-0.2,32.0,-10.0,0.05,38.0,-1.0,23.4,132.0,63.0,,6.89,,13.9,,5.2,-5.0,,3.4,25.0,785.0,-0.5,0.27,,8.3,1.7,0.07,5.48,16.0,32.0,4.0,0.3,21.0,24.7
C360800,,,,RM0068,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD13152,North America,United States,Pennsylvania,Berks,,,Fritz Island mine,,,Penna-Fritz Island,,40.30611,-75.92353,WGS84,40.30583,-75.92361,WGS84,100 m,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10250374, main entrance, M. Granitto",rock,IOA-IOCG,IOCG,"Magnetite-chalcopyrite-bornite; 80% of sample is magnetite, mixed with yellow chalcopyrite, superficially altered to covellite on back, bornite",0.89,1.3,50.11111,0.3,3.02,0.05,0.02,,,0.05,,2.0,140.0,,,,22.1,-5.0,0.5,1.2,1.4,599.0,10.0,0.5,50000.11111,0.09,0.08,-0.05,6.0,0.11,-1.0,-1.0,-0.05,4.3,0.8,10.0,-0.05,-2.0,1.0,0.7,172.0,59.0,,0.17,,18.0,,2.7,-5.0,,0.1,1.0,22.5,-0.5,-0.05,,1.8,-0.5,-0.05,0.39,24.0,1.0,0.7,0.1,711.0,18.7
C360801,,,,RM0069,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD20021,North America,Mexico,Sonora,,Cananea/Capote Basin,Capote,Capote,Cananea,,Capote mine,,30.97935,-110.34236,WGS84,,,,10000 m,"1) No coordinates; 2) Mineral Resource Deposit Database Deposit ID MX00150, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Pyrite-chalcopyrite-bornite-chalcocite; bornite, pyrite, quartz vein, chalcopyrite, chalcocite",0.14,-0.1,19.1,-0.1,0.05,0.06,0.03,,,-0.01,,547.0,8170.0,,,,-0.5,-5.0,178.0,12.4,0.5,8.5,-10.0,-0.1,50000.11111,-0.05,-0.05,-0.05,-1.0,-0.05,10.0,-1.0,-0.05,76.4,0.3,-10.0,-0.05,-2.0,-1.0,0.3,73.0,202.0,,0.08,,0.3,,40.1,-5.0,,-0.1,22.0,3.1,-0.5,-0.05,,0.1,3.1,-0.05,-0.05,-5.0,7.0,-0.5,-0.1,5630.0,1.6
C360802,,,,RM0070,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Keck Ore Deposits Collection,YER4,North America,United States,Nevada,Lyon,Mason/Yerington,,Yerington mine,Yerington,,Yerington,"3875 level, 3875-166",38.98351,-119.19408,WGS84,39.11686,-119.63267,,10 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10149678, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Stockwork; very fine grained pyrite scattered through rock, dark sulfide veinlets",8.28,1.5,2.29,2.1,1.15,0.01,0.13,,,0.42,,2.0,-30.0,,,,403.0,-5.0,1.6,0.5,29.6,13.5,-10.0,0.7,4050.0,1.44,0.72,0.76,20.0,2.19,1.0,5.0,0.25,0.3,15.1,-10.0,0.11,-2.0,4.0,14.3,19.0,6.0,,3.7,,45.8,,0.9,10.0,,2.5,3.0,598.0,-0.5,0.29,,7.6,0.7,0.1,1.66,99.0,2.0,6.9,0.7,44.0,148.0
C360803,,,,RM0071,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD20003,North America,Mexico,Sonora,,Cananea,,La Colorada mine,Cananea,,La Colorada mine,10-00 level,28.8008,-110.5696,WGS84,19.0887,-98.22573,,Exact,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) ; Open-File Report 2017-1069, 1129, mine, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Massive chalcopyrite-bornite; about 50% bornite, 50% chalcopyrite",0.27,-0.1,17.5,0.1,0.02,-0.01,0.05,,,-0.01,,284.0,70.0,,,,-0.5,-5.0,269.0,2.4,1.7,40.4,-10.0,0.3,50000.11111,0.18,0.08,-0.05,-1.0,0.24,-1.0,-1.0,-0.05,3.7,0.8,-10.0,-0.05,5.0,-1.0,0.9,140.0,59.0,,0.24,,1.6,,20.8,-5.0,,0.2,16.0,13.8,-0.5,-0.05,,0.3,-0.5,-0.05,0.24,-5.0,2.0,0.7,-0.1,262.0,1.7
C360804,,,,RM0072,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Keck Ore Deposits Collection,JP205_33,North America,United States,Nevada,Elko,Dolly Varden,Victoria,Victoria mine,,,Victoria mine,West wall of pit,40.32909,-114.55226,WGS84,40.32861,-114.54861,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10310523, deposit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Quartz-chalcocite-pyrite-chalcopyrite from vein; chalcopyrite, covellite, bornite(?), thin coating of chalcopyrite on surface (sides and back of specimen), quartz",0.31,5.0,13.3,-0.1,0.19,0.01,0.02,,,-0.01,,59.0,-30.0,,,,-0.5,-5.0,2.2,1.9,3.1,11.7,-10.0,0.2,50000.11111,0.17,0.11,0.06,1.0,0.12,-1.0,-1.0,-0.05,7.4,1.8,-10.0,0.05,-2.0,-1.0,1.1,61.0,8.0,,0.33,,0.7,,19.6,-5.0,,0.2,5.0,15.4,-0.5,-0.05,,0.4,1.1,-0.05,1.74,9.0,1.0,1.1,0.1,146.0,11.9
C360805,,,,RM0073,MRP12307,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Keck Ore Deposits Collection,JP205_30,North America,United States,Nevada,Elko,Dolly Varden,Victoria,Victoria mine,,,Victoria mine,East side of pit,40.32909,-114.55226,WGS84,40.32861,-114.54861,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10310523, deposit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Quartz-chalcopyrite-pyrite-calcite-clay; chalcopyrite with superficial alteration to covellite, pyrite, quartz",0.09,0.4,22.5,-0.1,-0.01,-0.01,0.02,,,-0.01,,5.0,-30.0,,,,-0.5,-5.0,4.6,4.3,0.6,-0.5,-10.0,0.5,50000.11111,-0.05,-0.05,0.05,6.0,-0.05,2.0,-1.0,-0.05,14.9,0.4,-10.0,-0.05,-2.0,-1.0,0.2,11.0,-5.0,,0.07,,0.7,,15.0,-5.0,,-0.1,10.0,2.4,-0.5,-0.05,,0.1,2.0,-0.05,0.42,-5.0,-1.0,-0.5,-0.1,118.0,1.6
C360825,,,,RM0111,MRP12309,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD03675,North America,United States,Arizona,Cochise,Warren,,Lowell mine,Warren,,Lowell,900 level,31.42764,-109.90375,WGS84,31.42722,-109.90306,WGS84,100 m,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10209909, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic replacement,Chalcotrichite;highly silicified black hematite mixture with red to yellow hydrous iron oxide; agate-like banding in center of sample,0.62,5.9,19.2,-0.1,0.21,0.03,0.12,,,-0.01,,8.0,100.0,,,,124.0,-5.0,11.7,3.0,15.1,0.9,20.0,0.4,50000.11111,2.93,1.41,0.61,37.0,2.67,2.0,-1.0,0.53,171.0,10.7,-10.0,0.24,14.0,-1.0,7.8,7.0,2550.0,,2.24,,0.8,,12.3,15.0,,2.5,-1.0,236.0,-0.5,0.5,,0.2,-0.5,0.24,64.1,104.0,29.0,12.5,1.4,7570.0,2.3
C360826,,,,RM0112,MRP12309,,,,Rare Metals Task,Critical and Rare Metals,8/31/2011,Mackay-Stanford Ore Deposits Collection,OD40611,North America,United States,Arizona,Cochise,Warren,Copper Queen,Copper Queen mine,Warren,,Copper Queen,,31.44097,-109.91509,WGS84,31.44056,-109.91417,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10046248, deposit, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic replacement,"Cuprite; mostly massive to moderately crystalline cuprite with some alteration to azurite, malachite and chrysocolla",1.88,0.2,0.09,0.1,0.01,-0.01,0.08,,,-0.01,,3.0,-30.0,,,,7.7,-5.0,14.1,-0.2,75.4,-0.5,50.0,0.6,50000.11111,0.19,0.07,0.14,126.0,0.28,-1.0,-1.0,-0.05,2.3,50.7,-10.0,0.07,4.0,-1.0,12.7,-5.0,56.0,,7.26,,0.4,,0.8,-5.0,,0.8,3.0,359.0,-0.5,0.05,,33.3,-0.5,-0.05,10.8,22.0,1.0,0.6,-0.1,28.0,3.6
C368458,,,,RM0114,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03656,North America,United States,Arizona,Cochise,Warren,,Sacramento mine,Warren,,Neptune,NW SAC 10 ft under 3655,31.43708,-109.90176,WGS84,31.45,-109.95,WGS84,100 m,"1) Mindat.org, approx, city of Bisbee, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10046235, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,Chalcocite-chalcopyrite; mostly a solid massive bornite(?) (the color is off from the normal bornite color); possibly a rarer copper sulfide,0.23,-0.1,28.2,-0.1,-0.01,-0.01,0.02,,,0.05,,30.0,-30.0,,,,55.5,-5.0,-10.0,0.2,16.9,27.1,10.0,-0.1,247000.0,3.78,2.21,1.33,2.0,3.5,-1.0,-1.0,0.74,0.3,8.2,-10.0,0.27,4.0,-1.0,14.2,16.0,86.0,,2.56,,0.3,,-10.0,-5.0,,4.9,48.0,318.0,-0.5,0.61,,1.4,-0.5,0.35,1.19,25.0,14.0,20.6,2.0,25.0,17.4
C368459,,,,RM0118,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03655,North America,United States,Arizona,Cochise,Warren,,Sacramento mine,Warren,,Neptune,100-68 drift NW Sacramento Hill,31.43708,-109.90176,WGS84,31.45,-109.95,WGS84,100 m,"1) Mindat.org, approx, city of Bisbee, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10046235, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,Massive chalcocite; solid massive covellite with igneous rock inclusions,0.56,-0.1,16.0,-0.1,-0.01,-0.01,0.03,,,0.01,,190.0,40.0,,,,209.0,-5.0,-10.0,-0.2,6.5,8.6,-10.0,0.1,381000.0,1.57,0.81,1.36,3.0,3.12,2.0,-1.0,0.3,0.5,3.6,-10.0,0.1,13.0,-1.0,7.4,11.0,106.0,,1.13,,0.3,,-10.0,-5.0,,4.0,47.0,326.0,-0.5,0.34,,0.7,-0.5,0.13,0.75,22.0,17.0,7.8,0.7,31.0,6.2
C368460,,,,RM0119,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03661,North America,United States,Arizona,Cochise,Warren,Copper Queen,Copper Queen mine,Warren,,Copper Queen,2-157 drift under 168D,31.44097,-109.91509,WGS84,31.44056,-109.91417,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10046248, deposit, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic replacement,Mineralized porphyry; thickly and widely scattered micropyrite grains throughout; possibly scattered micro-bornite grains on one fracture surface; weak malachite staining on several fracture surfaces,2.97,0.1,5.82,-0.1,0.02,-0.01,0.12,,,0.22,,-10.0,-30.0,,,,129.0,-5.0,-10.0,0.2,62.1,8.8,80.0,0.2,38100.0,5.96,3.48,1.87,29.0,5.97,2.0,10.0,1.15,0.3,37.4,-10.0,0.5,8.0,4.0,28.4,16.0,143.0,,7.62,,1.3,,-10.0,-5.0,,6.8,27.0,1290.0,-0.5,1.01,,11.7,-0.5,0.57,6.05,39.0,31.0,33.4,3.2,18.0,360.0
C368461,,,,RM0120,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03663,North America,United States,Arizona,Cochise,Warren,,Gardner mine,Warren,,Gardner,6-24-4 stope,31.43234,-109.90705,WGS84,31.77917,-109.32056,WGS84,100 m,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10280339, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic replacement,"Massive chalcocite; numerous chalcocite stringers in a malachite stained ""punky"" hydrous iron oxide rock",1.66,0.2,2.47,0.6,0.03,-0.01,0.1,,,0.11,,250.0,-30.0,,,,78.5,-5.0,30.0,1.0,39.3,-0.5,20.0,2.2,476000.0,1.77,1.04,0.66,12.0,2.98,-1.0,11.0,0.33,9.4,19.4,-10.0,0.24,8.0,3.0,17.5,-5.0,447.0,,4.51,,11.1,,-10.0,6.0,,4.0,150.0,350.0,-0.5,0.41,,4.6,-0.5,0.2,10.7,56.0,12.0,7.7,1.3,205.0,369.0
C368462,,,,RM0121,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03672,North America,United States,Arizona,Cochise,Warren,,Lowell mine,Warren,,Lowell,11-23 stope,31.42764,-109.90375,WGS84,31.42722,-109.90306,WGS84,100 m,"1) Mindat.org, loc, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10209909, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic replacement,"Chalcopyrite in breccia, 3-4% Cu; 60% pyrite with possibly tiny chalcopyrite inclusions, matrix is Al, Mg, Fe-silicate rock",1.26,-0.1,24.2,0.3,0.86,0.01,0.01,,,0.09,,-10.0,-30.0,,,,25.7,-5.0,400.0,-0.2,4.1,1.6,20.0,0.7,28000.0,0.46,0.33,0.09,175.0,0.43,4.0,1.0,0.1,1.1,2.0,20.0,0.06,4.0,2.0,2.0,8.0,271.0,,0.52,,13.7,,-10.0,-5.0,,0.5,27.0,16.0,-0.5,0.08,,2.0,-0.5,0.06,4.43,60.0,28.0,3.0,0.4,92.0,52.6
C368463,,,,RM0123,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD03660,North America,United States,Arizona,Cochise,Warren,,Sacramento mine,Warren,,Neptune,100-68 drift NW side of Sacramento Hill,31.43708,-109.90176,WGS84,31.45,-109.95,WGS84,100 m,"1) Mindat.org, approx, city of Bisbee, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10046235, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,Oxidized porphyry; mostly an Al-silicate rock with thickly and widely distributed micropyrite and chalcopyrite grains,0.98,-0.1,9.91,-0.1,0.01,-0.01,0.02,,,0.03,,-10.0,-30.0,,,,26.6,-5.0,-10.0,-0.2,12.4,9.8,30.0,0.1,40100.0,7.83,3.9,0.96,11.0,5.55,2.0,-1.0,1.48,-0.2,8.6,10.0,0.32,123.0,-1.0,4.0,20.0,50.0,,1.26,,1.0,,-10.0,-5.0,,1.7,4.0,188.0,-0.5,1.29,,1.8,-0.5,0.54,1.78,19.0,8.0,46.5,2.5,20.0,17.3
C368465,,,,RM0130,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Keck Ore Deposits Collection,YER1_1,North America,United States,Nevada,Lyon,Mason/Yerington,,Yerington mine,Yerington,,Yerington,,38.98351,-119.19408,WGS84,39.11686,-119.63267,,10 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10149678, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Supergene Cu,"Chrysocolla-tenorite; mostly a K, Al-silicate rock thinly covered with chrysocolla on two sides",5.87,0.4,1.14,0.5,0.86,-0.01,0.08,,,0.2,,-10.0,-30.0,,,,29.5,-5.0,-10.0,0.5,17.5,4.7,-10.0,1.4,65600.0,0.95,0.47,0.44,16.0,1.52,-1.0,2.0,0.16,-0.2,7.8,10.0,0.06,-2.0,-1.0,11.2,18.0,31.0,,2.55,,16.2,,20.0,-5.0,,2.2,1.0,160.0,-0.5,0.21,,4.5,-0.5,0.07,61.5,43.0,7.0,4.3,0.4,1690.0,77.4
C368466,,,,RM0136,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD51087,North America,United States,Montana,Silver Bow,Butte,,Steward mine,,,Steward mine,"4460-64E stope, 4400 level",46.0171,-112.53779,WGS84,46.01833,-112.53444,WGS84,10 m,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10148687, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,High sulfidation epithermal Au-Ag,"Bornite; massive bornite with imbedded pyrite crystals and scarce chalcocite, 40% bornite, 60% pyrite, quartz veining and tiny quartz vugs (second picture shows chalcocite glint-metallic luster)",0.12,-0.1,18.3,-0.1,-0.01,0.02,-0.01,,,-0.01,,360.0,480.0,,,,7.9,-5.0,550.0,53.2,0.1,0.7,-10.0,-0.1,374000.0,-0.05,-0.05,-0.05,5.0,-0.05,-1.0,-1.0,-0.05,9.7,-0.1,-10.0,-0.05,-2.0,-1.0,-0.1,-5.0,120.0,,-0.05,,0.2,,100.0,-5.0,,0.2,14.0,7.0,-0.5,-0.05,,-0.1,-0.5,-0.05,0.95,14.0,6.0,-0.5,-0.1,19600.0,1.2
C368468,,,,RM0156,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Keck Ore Deposits Collection,YER2,North America,United States,Nevada,Lyon,Mason/Yerington,,Yerington mine,Yerington,,Yerington,E end of pit,38.98351,-119.19408,WGS84,39.11686,-119.63267,,10 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10149678, pit, M. Granitto",rock,Porphyry Cu-Mo-Au,Supergene Cu,"Oxide ore; mostly a K, Al-silicate rock generously coated and impregnated with chrysocolla and other green colored copper oxides",4.97,0.4,1.87,1.5,0.43,-0.01,0.14,,,0.18,,-10.0,40.0,,,,220.0,-5.0,-10.0,-0.2,10.4,15.7,-10.0,1.7,135000.0,1.05,0.58,0.47,13.0,1.39,-1.0,2.0,0.21,-0.2,4.1,-10.0,0.08,11.0,-1.0,7.1,10.0,6.0,,1.55,,61.1,,-10.0,-5.0,,1.6,1.0,257.0,-0.5,0.2,,5.3,-0.5,0.1,31.2,61.0,3.0,6.0,0.5,34.0,73.5
C368469,,,,RM0198,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD20635,North America,United States,Alaska,,Hope,,unknown,,,,Prince of Wales Island,55.6,-132.9,,,,,,"1) No coordinates; 2) Google Earth Pro, approx ctr of Prince of Wales Island, M. Granitto; district from Alaska Department of Geological and Geophysical Surveys, 2020, Data containing the mining districts for Alaska",rock,Volcanogenic seafloor(?),Massive sulfide,"Cu ore, nearly pure chalcopyrite; 70% chalcopyrite, solid massive, 30% pyrrhotite, solid massive",0.05,-0.1,38.4,-0.1,-0.01,-0.01,-0.01,,,-0.01,,120.0,-30.0,,,,15.3,-5.0,-10.0,17.0,0.2,594.0,-10.0,-0.1,187000.0,-0.05,-0.05,-0.05,-1.0,-0.05,-1.0,-1.0,-0.05,10.2,-0.1,-10.0,-0.05,3.0,-1.0,-0.1,1120.0,-5.0,,-0.05,,-0.2,,-10.0,-5.0,,-0.1,2.0,7.7,-0.5,-0.05,,-0.1,-0.5,-0.05,-0.05,29.0,-1.0,-0.5,-0.1,6610.0,-0.5
C368470,,,,RM0201,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD20644,North America,United States,Alaska,,Ketchikan,,Salt Chuck,Ketchikan,,Salt Chuck mine,"50 mi W of Ketchikan, southeast side of Prince of Wales Island",55.6339,-132.5602,NAD27,55.63333,-132.55,WGS84,,"1) Mindat.org, loc, A. Orkild-Norton; 2) ARDF, CR049, mine, M. Granitto",rock,Mafic magmatic,Cu sulfide-PGE-Au,"Bornite-chalcopyrite-gold-platinum-palladium; 90+% bornite-chalcopyrite mixture, in an epidote, calc-silicate matrix",7.13,10.5,9.13,-0.1,1.06,0.12,0.16,,,0.2,,110.0,-30.0,,,,9.7,-5.0,10.0,1.1,33.9,14.5,-10.0,-0.1,108000.0,3.8,2.22,1.43,18.0,4.3,2.0,1.0,0.74,0.2,16.8,-10.0,0.32,-2.0,-1.0,19.4,13.0,60.0,,4.45,,-0.2,,-10.0,20.0,,4.7,-1.0,4040.0,-0.5,0.67,,1.6,-0.5,0.34,0.81,349.0,-1.0,19.7,2.0,70.0,25.6
C368504,,,,RM0275,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD43078,North America,United States,New Jersey,Sussex,Franklin,Franklin,Franklin mine,Franklin Mining District,,Franklin Furnace,,41.1181,-74.58599,WGS84,41.11194,-74.58972,WGS84,1000 m,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10126144, ore body, M. Granitto",rock,Basin brine path,"Oxide Zn, metamorphosed","Collected by Mr. Catin; nearly pure, massive, fine grain zincite with several inclusions of unidentified silicate(?)",-0.01,-0.1,0.06,-0.1,0.02,5.22,-0.01,,,-0.01,,-10.0,40.0,,,,8.2,17.0,-10.0,7.4,-0.1,6.2,-10.0,-0.1,19.0,-0.05,-0.05,-0.05,24.0,-0.05,-1.0,-1.0,-0.05,-0.2,-0.1,-10.0,-0.05,5.0,-1.0,-0.1,-5.0,12.0,,-0.05,,-0.2,,-10.0,-5.0,,-0.1,-1.0,5.0,-0.5,-0.05,,-0.1,-0.5,-0.05,-0.05,-5.0,-1.0,-0.5,-0.1,328000.0,1.1
C368505,,,,RM0277,MRP12821,,,,Rare Metals Task,Critical and Rare Metals,8/3/2012,Mackay-Stanford Ore Deposits Collection,OD14855,North America,United States,South Dakota,Lawrence,Terraville-Homestake,,Homestake mine,,,Homestake,"3800 ft level, drift S of 49 crosscut",44.35607,-103.76501,WGS84,44.35583,-103.765,WGS84,,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10106953, minesite, M. Granitto; district from USGS MIS Map I2445",rock,Orogenic,Homestake stratiform Au,Chlorite-pyrrhotite-arsenopyrite-cummingtonite Au ore; medium to large (1cm) arsenopyrite crystals imbedded in pyrrhotite in quartz-mica schist,2.82,0.2,20.4,0.9,2.32,0.22,0.04,,,0.12,,30.0,83300.0,,,,343.0,-5.0,-10.0,0.4,1.5,83.8,20.0,7.8,180.0,0.49,0.31,0.1,15.0,0.55,2.0,-1.0,0.1,-0.2,0.8,10.0,0.06,4.0,-1.0,0.8,13.0,18.0,,0.22,,32.6,,40.0,-5.0,,0.3,-1.0,39.2,-0.5,0.09,,0.7,-0.5,0.06,0.33,126.0,-1.0,2.8,0.4,6440.0,29.8
